asset,n,n_windows,n_possible,raw_sd,bound,sigma_tail,dropped,drop_reason
STOXX,250,21,21,0.004995926805273102,0.004992639254606595,0.007894055790061073,False,
STOXX,500,10,10,0.003921569490199303,0.0035303290729504734,0.007894055790061073,False,
STOXX,750,7,7,0.003903319003182682,0.0028825016176138103,0.007894055790061073,False,
STOXX,1000,5,5,0.0018801190751824115,0.0024963196273032973,0.007894055790061073,False,
FTSE100,250,25,25,0.005798830622219869,0.0036386328839205953,0.005753183741188071,False,
FTSE100,500,12,12,0.004430106324703017,0.0025729019864686167,0.005753183741188071,False,
FTSE100,750,8,8,0.002973938491749736,0.00210076567501378,0.005753183741188071,False,
FTSE100,1000,6,6,0.002838442085254821,0.0018193164419602976,0.005753183741188071,False,
NIKKEI,250,24,24,0.008915978735997102,0.006711076261816127,0.010611143269213728,False,
NIKKEI,500,12,12,0.007690597163664401,0.004745447533790249,0.010611143269213728,False,
NIKKEI,750,8,8,0.005405594738901319,0.003874641686311648,0.010611143269213728,False,
NIKKEI,1000,6,6,0.006274644895467136,0.0033555381309080634,0.010611143269213728,False,
GDAXI,250,25,25,0.007691380256732511,0.0052295069712977,0.00826857653451476,False,
GDAXI,500,12,12,0.006474596273544608,0.0036978198416669278,0.00826857653451476,False,
GDAXI,750,8,8,0.006355466150127493,0.003019257257607752,0.00826857653451476,False,
GDAXI,1000,6,6,0.005603141667441466,0.00261475348564885,0.00826857653451476,False,
FCHI,250,25,25,0.008873803286440994,0.006221062559149761,0.009836363576654608,False,
FCHI,500,12,12,0.007251047980752891,0.004398955521760534,0.009836363576654608,False,
FCHI,750,8,8,0.004253600406004552,0.0035917321431706167,0.009836363576654608,False,
FCHI,1000,6,6,0.00372229661494127,0.0031105312795748803,0.009836363576654608,False,
HSI,250,24,24,0.014405141586435459,0.014503376424294535,0.02293185163177968,False,
HSI,500,12,12,0.009176919484910688,0.010255435819719768,0.02293185163177968,False,
HSI,750,8,8,0.006792853078547525,0.008373528282724921,0.02293185163177968,False,
HSI,1000,6,6,0.005147748992127653,0.007251688212147268,0.02293185163177968,False,
BOVESPA,250,24,24,0.00879384361886493,0.0076898639764928335,0.012158742531298434,False,
BOVESPA,500,12,12,0.007896574181099665,0.005437554964180232,0.012158742531298434,False,
BOVESPA,750,8,8,0.006940653941563176,0.004439745036859744,0.012158742531298434,False,
BOVESPA,1000,6,6,0.005026690740346516,0.0038449319882464168,0.012158742531298434,False,
SP500,250,25,25,0.007349567359950611,0.004694542028963106,0.007422722691455784,False,
SP500,500,12,12,0.006444597580438033,0.003319542503245066,0.007422722691455784,False,
SP500,750,8,8,0.005993235504783845,0.002710395104143861,0.007422722691455784,False,
SP500,1000,6,6,0.004822554320436485,0.002347271014481553,0.007422722691455784,False,
NIFTY,250,17,17,0.006661992409929763,0.007055329212156629,0.011155454976368141,False,
NIFTY,500,8,8,0.004251260865066902,0.004988871129419495,0.011155454976368141,False,
NIFTY,750,5,5,0.0027842690015891874,0.004073396219860061,0.011155454976368141,False,
NIFTY,1000,0,4,,,0.011155454976368141,True,"<5 non-overlapping windows (4 possible, T=4288)"
DJCI,250,10,10,0.007739697991157776,0.0042960011782277084,0.00679257427698326,False,
DJCI,500,5,5,0.006284471153483871,0.003037731565110211,0.00679257427698326,False,
DJCI,750,0,3,,,0.00679257427698326,True,"<5 non-overlapping windows (3 possible, T=2572)"
DJCI,1000,0,2,,,0.00679257427698326,True,"<5 non-overlapping windows (2 possible, T=2572)"
ICLN,250,16,16,0.012220814952954125,0.00868012531713993,0.013724483188926783,False,
ICLN,500,8,8,0.010468323787372872,0.006137775473298675,0.013724483188926783,False,
ICLN,750,5,5,0.007241138906411688,0.005011472688450424,0.013724483188926783,False,
ICLN,1000,0,4,,,0.013724483188926783,True,"<5 non-overlapping windows (4 possible, T=4209)"
IBGL,250,17,17,0.005420711772288035,0.011156335018582526,0.017639714499308852,False,
IBGL,500,8,8,0.004219201615519595,0.007888720144828651,0.017639714499308852,False,
IBGL,750,5,5,0.002856895013451001,0.00644111302614827,0.017639714499308852,False,
IBGL,1000,0,4,,,0.017639714499308852,True,"<5 non-overlapping windows (4 possible, T=4348)"
CBU0,250,13,14,0.008470512844861146,0.004582211946554433,0.007245113236372874,False,
CBU0,500,6,7,0.009594697137474828,0.0032401131402426493,0.007245113236372874,False,
CBU0,750,0,4,,,0.007245113236372874,True,"<5 non-overlapping windows (4 possible, T=3515)"
CBU0,1000,0,3,,,0.007245113236372874,True,"<5 non-overlapping windows (3 possible, T=3515)"
ASX200,250,25,25,0.005095497771950091,0.003515901207548637,0.005559127921995042,False,
ASX200,500,12,12,0.004183651253551103,0.002486117585839612,0.005559127921995042,False,
ASX200,750,8,8,0.003036239336514263,0.002029906508622336,0.005559127921995042,False,
ASX200,1000,6,6,0.0027483146407428637,0.0017579506037743184,0.005559127921995042,False,
TLT,250,22,22,0.004645320043579593,0.003743694208154286,0.005919300280474025,False,
TLT,500,11,11,0.0022542487547571994,0.002647191561274698,0.005919300280474025,False,
TLT,750,7,7,0.00291262370366587,0.00216142285884152,0.005919300280474025,False,
TLT,1000,5,5,0.001992293841093126,0.001871847104077143,0.005919300280474025,False,
ETH,250,11,11,0.03132524022378049,0.018976007448260866,0.03000370221641206,False,
ETH,500,5,5,0.026744896365819573,0.013418063546511693,0.03000370221641206,False,
ETH,750,0,3,,,0.03000370221641206,True,"<5 non-overlapping windows (3 possible, T=2800)"
ETH,1000,0,2,,,0.03000370221641206,True,"<5 non-overlapping windows (2 possible, T=2800)"
GOLD,250,24,24,0.006149028768394109,0.0065675158990526564,0.010384154405187434,False,
GOLD,500,12,12,0.004544674787512536,0.004643935027770599,0.010384154405187434,False,
GOLD,750,8,8,0.0022103922984845347,0.0037917570722251987,0.010384154405187434,False,
GOLD,1000,6,6,0.0030462919151737267,0.0032837579495263282,0.010384154405187434,False,
WTI,250,24,24,0.016634403630970334,0.019199995457892798,0.030357858355914376,False,
WTI,500,12,12,0.01044584225377711,0.013576446987026909,0.030357858355914376,False,
WTI,750,8,8,0.009829636436829865,0.011085122546054,0.030357858355914376,False,
WTI,1000,6,6,0.007856931138764935,0.009599997728946399,0.030357858355914376,False,
BTC,250,15,15,0.04286584936124721,0.045562566411346206,0.07204074295126914,False,
BTC,500,7,7,0.03525991916113443,0.03221759967772532,0.07204074295126914,False,
BTC,750,5,5,0.028705248609604092,0.026305559982560935,0.07204074295126914,False,
BTC,1000,0,3,,,0.07204074295126914,True,"<5 non-overlapping windows (3 possible, T=3950)"
NATGAS,250,24,24,0.022603976748042515,0.011247993965099993,0.017784640018772228,False,
NATGAS,500,12,12,0.013458748904233403,0.007953532807467568,0.017784640018772228,False,
NATGAS,750,8,8,0.011205470843754816,0.0064940323435937666,0.017784640018772228,False,
NATGAS,1000,6,6,0.01097375227420338,0.005623996982549996,0.017784640018772228,False,
EURUSD,250,22,22,0.007393220785688247,0.006211396177700623,0.009821079685598972,False,
EURUSD,500,11,11,0.004480447957783,0.004392120357888312,0.009821079685598972,False,
EURUSD,750,7,7,0.004788871172835553,0.0035861512552388675,0.009821079685598972,False,
EURUSD,1000,5,5,0.0026460200923633342,0.0031056980888503117,0.009821079685598972,False,
AUDUSD,250,19,19,0.004932535638280996,0.005963740701779387,0.009429501996136925,False,
AUDUSD,500,9,9,0.003203850346958896,0.004217001491466425,0.009429501996136925,False,
AUDUSD,750,6,6,0.002087666075803426,0.003443167299549457,0.009429501996136925,False,
AUDUSD,1000,0,4,,,0.009429501996136925,True,"<5 non-overlapping windows (4 possible, T=4909)"
GBPUSD,250,22,22,0.006798482536768623,0.007710720828252644,0.012191720109489181,False,
GBPUSD,500,11,11,0.004438939986292497,0.005452302985493798,0.012191720109489181,False,
GBPUSD,750,7,7,0.0028567026247049553,0.004451786745837719,0.012191720109489181,False,
GBPUSD,1000,5,5,0.003183187185975431,0.003855360414126322,0.012191720109489181,False,
USDJPY,250,26,26,0.003955273743435263,0.0034361335158788454,0.005433004127309751,False,
USDJPY,500,13,13,0.0033594125131354196,0.002429713310140305,0.005433004127309751,False,
USDJPY,750,8,8,0.00250435702474344,0.0019838526103641467,0.005433004127309751,False,
USDJPY,1000,6,6,0.0017438875255958173,0.0017180667579394227,0.005433004127309751,False,
