asset,forecaster,n,n_windows,n_possible,raw_sd,bound,sigma_tail,dropped,drop_reason
SP500,Chronos-Small,250,6,24,0.013139408634773352,0.006235098456767978,0.009858556279393858,False,
SP500,Chronos-Small,500,1,12,,,0.009858556279393858,True,<5 valid windows after FZ filter (1/12)
SP500,Chronos-Small,750,0,8,,,0.009858556279393858,True,<5 valid windows after FZ filter (0/8)
SP500,Chronos-Small,1000,0,6,,,0.009858556279393858,True,<5 valid windows after FZ filter (0/6)
STOXX,Chronos-Small,250,4,19,,,0.009325588485376294,True,<5 valid windows after FZ filter (4/19)
STOXX,Chronos-Small,500,1,9,,,0.009325588485376294,True,<5 valid windows after FZ filter (1/9)
STOXX,Chronos-Small,750,0,6,,,0.009325588485376294,True,<5 valid windows after FZ filter (0/6)
STOXX,Chronos-Small,1000,0,4,,,0.009325588485376294,True,"<5 non-overlapping windows (4 possible, T=4993)"
STOXX,TimesFM-2.5,250,19,19,0.009174891015193148,0.007306474458742281,0.011552550477735783,False,
STOXX,TimesFM-2.5,500,9,9,0.005580022405098884,0.005166457636342976,0.011552550477735783,False,
STOXX,TimesFM-2.5,750,6,6,0.005124963380000898,0.004218394995581981,0.011552550477735783,False,
STOXX,TimesFM-2.5,1000,0,4,,,0.011552550477735783,True,"<5 non-overlapping windows (4 possible, T=4993)"
STOXX,Moirai-2.0,250,19,19,0.009827332169078972,0.0070172354046624235,0.0110952233781533,False,
STOXX,Moirai-2.0,500,9,9,0.006464667386302126,0.004961934739819126,0.0110952233781533,False,
STOXX,Moirai-2.0,750,6,6,0.005657070740929944,0.004051402749848823,0.0110952233781533,False,
STOXX,Moirai-2.0,1000,0,4,,,0.0110952233781533,True,"<5 non-overlapping windows (4 possible, T=4993)"
STOXX,GJR-GARCH-t,250,21,21,0.004995926805273102,0.004992639254606595,0.007894055790061073,False,
STOXX,GJR-GARCH-t,500,10,10,0.003921569490199303,0.0035303290729504734,0.007894055790061073,False,
STOXX,GJR-GARCH-t,750,7,7,0.003903319003182682,0.0028825016176138103,0.007894055790061073,False,
STOXX,GJR-GARCH-t,1000,5,5,0.0018801190751824115,0.0024963196273032973,0.007894055790061073,False,
GDAXI,Chronos-Small,250,9,24,0.01072683654124692,0.006544760140386628,0.01034817439155255,False,
GDAXI,Chronos-Small,500,1,12,,,0.01034817439155255,True,<5 valid windows after FZ filter (1/12)
GDAXI,Chronos-Small,750,1,8,,,0.01034817439155255,True,<5 valid windows after FZ filter (1/8)
GDAXI,Chronos-Small,1000,0,6,,,0.01034817439155255,True,<5 valid windows after FZ filter (0/6)
SP500,Moirai-2.0,250,24,24,0.011192881696799844,0.006740917008769093,0.01065832563293978,False,
SP500,Moirai-2.0,500,12,12,0.008115260386818238,0.004766548128316363,0.01065832563293978,False,
SP500,Moirai-2.0,750,8,8,0.0070391378815901524,0.003891870249597763,0.01065832563293978,False,
SP500,Moirai-2.0,1000,6,6,0.007310487348757331,0.0033704585043845465,0.01065832563293978,False,
SP500,TimesFM-2.5,250,24,24,0.010104586888771942,0.006521337890437595,0.010311140562670197,False,
SP500,TimesFM-2.5,500,12,12,0.0066914224683489775,0.004611282244737198,0.010311140562670197,False,
SP500,TimesFM-2.5,750,8,8,0.004580444491769083,0.0037650961865206517,0.010311140562670197,False,
SP500,TimesFM-2.5,1000,6,6,0.005252729513866024,0.0032606689452187973,0.010311140562670197,False,
SP500,GJR-GARCH-t,250,25,25,0.007349567359950611,0.004694542028963106,0.007422722691455784,False,
SP500,GJR-GARCH-t,500,12,12,0.006444597580438033,0.003319542503245066,0.007422722691455784,False,
SP500,GJR-GARCH-t,750,8,8,0.005993235504783845,0.002710395104143861,0.007422722691455784,False,
SP500,GJR-GARCH-t,1000,6,6,0.004822554320436485,0.002347271014481553,0.007422722691455784,False,
GDAXI,GJR-GARCH-t,250,25,25,0.007691380256732511,0.0052295069712977,0.00826857653451476,False,
GDAXI,GJR-GARCH-t,500,12,12,0.006474596273544608,0.0036978198416669278,0.00826857653451476,False,
GDAXI,GJR-GARCH-t,750,8,8,0.006355466150127493,0.003019257257607752,0.00826857653451476,False,
GDAXI,GJR-GARCH-t,1000,6,6,0.005603141667441466,0.00261475348564885,0.00826857653451476,False,
GDAXI,TimesFM-2.5,250,24,24,0.013491187685021605,0.00697076885175105,0.011021753307044966,False,
GDAXI,TimesFM-2.5,500,12,12,0.008793024611082707,0.004929077925157131,0.011021753307044966,False,
GDAXI,TimesFM-2.5,750,8,8,0.0058438982555383875,0.004024575273017128,0.011021753307044966,False,
GDAXI,TimesFM-2.5,1000,6,6,0.004005780575855659,0.003485384425875525,0.011021753307044966,False,
FCHI,Chronos-Small,250,13,24,0.01694326846472795,0.006449783892335833,0.010198003757823731,False,
FCHI,Chronos-Small,500,4,12,,,0.010198003757823731,True,<5 valid windows after FZ filter (4/12)
FCHI,Chronos-Small,750,2,8,,,0.010198003757823731,True,<5 valid windows after FZ filter (2/8)
FCHI,Chronos-Small,1000,1,6,,,0.010198003757823731,True,<5 valid windows after FZ filter (1/6)
FTSE100,Chronos-Small,250,7,24,0.025918874885378737,0.005494392280259005,0.008687396982032327,False,
FTSE100,Chronos-Small,500,3,12,,,0.008687396982032327,True,<5 valid windows after FZ filter (3/12)
FTSE100,Chronos-Small,750,1,8,,,0.008687396982032327,True,<5 valid windows after FZ filter (1/8)
FTSE100,Chronos-Small,1000,0,6,,,0.008687396982032327,True,<5 valid windows after FZ filter (0/6)
GDAXI,Moirai-2.0,250,24,24,0.012888386440949562,0.0072374642562939105,0.011443435766972694,False,
GDAXI,Moirai-2.0,500,12,12,0.009145550205837627,0.005117660054220677,0.011443435766972694,False,
GDAXI,Moirai-2.0,750,8,8,0.008171508452195905,0.004178551936621584,0.011443435766972694,False,
GDAXI,Moirai-2.0,1000,6,6,0.006222360581739547,0.0036187321281469552,0.011443435766972694,False,
FCHI,TimesFM-2.5,250,24,24,0.012848869657022527,0.007556621492636422,0.011948067666256196,False,
FCHI,TimesFM-2.5,500,12,12,0.006975688763199325,0.0053433383003032246,0.011948067666256196,False,
FCHI,TimesFM-2.5,750,8,8,0.006343786762543705,0.00436281745293775,0.011948067666256196,False,
FCHI,TimesFM-2.5,1000,6,6,0.004373208631815977,0.003778310746318211,0.011948067666256196,False,
FCHI,GJR-GARCH-t,250,25,25,0.008873803286440994,0.006221062559149761,0.009836363576654608,False,
FCHI,GJR-GARCH-t,500,12,12,0.007251047980752891,0.004398955521760534,0.009836363576654608,False,
FCHI,GJR-GARCH-t,750,8,8,0.004253600406004552,0.0035917321431706167,0.009836363576654608,False,
FCHI,GJR-GARCH-t,1000,6,6,0.00372229661494127,0.0031105312795748803,0.009836363576654608,False,
FCHI,Moirai-2.0,250,24,24,0.012464303151871877,0.007537998050835006,0.011918621419274165,False,
FCHI,Moirai-2.0,500,12,12,0.007946149071243625,0.005330169538316411,0.011918621419274165,False,
FCHI,Moirai-2.0,750,8,8,0.0070585310800546025,0.004352065203800466,0.011918621419274165,False,
FCHI,Moirai-2.0,1000,6,6,0.0054036202375580085,0.003768999025417503,0.011918621419274165,False,
FTSE100,TimesFM-2.5,250,24,24,0.011717888440246575,0.0063760334908481145,0.0100813941342972,False,
FTSE100,TimesFM-2.5,500,12,12,0.006304949589696926,0.004508536518451236,0.0100813941342972,False,
FTSE100,TimesFM-2.5,750,8,8,0.00570668960368891,0.0036812046523032283,0.0100813941342972,False,
FTSE100,TimesFM-2.5,1000,6,6,0.004669405554610996,0.0031880167454240572,0.0100813941342972,False,
FTSE100,GJR-GARCH-t,250,25,25,0.005798830622219869,0.0036386328839205953,0.005753183741188071,False,
FTSE100,GJR-GARCH-t,500,12,12,0.004430106324703017,0.0025729019864686167,0.005753183741188071,False,
FTSE100,GJR-GARCH-t,750,8,8,0.002973938491749736,0.00210076567501378,0.005753183741188071,False,
FTSE100,GJR-GARCH-t,1000,6,6,0.002838442085254821,0.0018193164419602976,0.005753183741188071,False,
FTSE100,Moirai-2.0,250,24,24,0.009253458613866677,0.006187679578403547,0.009783580449532817,False,
FTSE100,Moirai-2.0,500,12,12,0.005736362493598293,0.004375350189698666,0.009783580449532817,False,
FTSE100,Moirai-2.0,750,8,8,0.004372988244467474,0.003572458470250438,0.009783580449532817,False,
FTSE100,Moirai-2.0,1000,6,6,0.004621745038342032,0.0030938397892017735,0.009783580449532817,False,
NIKKEI,Chronos-Small,250,13,23,0.02359402084214251,0.0069930205145701755,0.011056936275162226,False,
NIKKEI,Chronos-Small,500,5,11,0.023016539788301715,0.0049448122268292115,0.011056936275162226,False,
NIKKEI,Chronos-Small,750,3,7,,,0.011056936275162226,True,<5 valid windows after FZ filter (3/7)
NIKKEI,Chronos-Small,1000,2,5,,,0.011056936275162226,True,<5 valid windows after FZ filter (2/5)
HSI,Chronos-Small,250,12,23,0.022215807944098408,0.00668554909476018,0.010570781274159525,False,
HSI,Chronos-Small,500,3,11,,,0.010570781274159525,True,<5 valid windows after FZ filter (3/11)
HSI,Chronos-Small,750,1,7,,,0.010570781274159525,True,<5 valid windows after FZ filter (1/7)
HSI,Chronos-Small,1000,0,5,,,0.010570781274159525,True,<5 valid windows after FZ filter (0/5)
NIKKEI,TimesFM-2.5,250,23,23,0.01706289160652844,0.010184894148348077,0.016103731618250388,False,
NIKKEI,TimesFM-2.5,500,11,11,0.0069242332885502186,0.007201807717964112,0.016103731618250388,False,
NIKKEI,TimesFM-2.5,750,7,7,0.007876457825668494,0.005880251378216607,0.016103731618250388,False,
NIKKEI,TimesFM-2.5,1000,5,5,0.005627686935158171,0.005092447074174038,0.016103731618250388,False,
NIKKEI,GJR-GARCH-t,250,24,24,0.008915978735997102,0.006711076261816127,0.010611143269213728,False,
NIKKEI,GJR-GARCH-t,500,12,12,0.007690597163664401,0.004745447533790249,0.010611143269213728,False,
NIKKEI,GJR-GARCH-t,750,8,8,0.005405594738901319,0.003874641686311648,0.010611143269213728,False,
NIKKEI,GJR-GARCH-t,1000,6,6,0.006274644895467136,0.0033555381309080634,0.010611143269213728,False,
BOVESPA,Chronos-Small,250,10,23,0.007661650842194392,0.007816628766021244,0.012359175262309252,False,
BOVESPA,Chronos-Small,500,2,11,,,0.012359175262309252,True,<5 valid windows after FZ filter (2/11)
BOVESPA,Chronos-Small,750,1,7,,,0.012359175262309252,True,<5 valid windows after FZ filter (1/7)
BOVESPA,Chronos-Small,1000,0,5,,,0.012359175262309252,True,<5 valid windows after FZ filter (0/5)
NIKKEI,Moirai-2.0,250,23,23,0.013603416419847405,0.008677717548537668,0.013720676172495892,False,
NIKKEI,Moirai-2.0,500,11,11,0.006036597345120249,0.006136072923792489,0.013720676172495892,False,
NIKKEI,Moirai-2.0,750,7,7,0.006276043805370397,0.005010082562599763,0.013720676172495892,False,
NIKKEI,Moirai-2.0,1000,5,5,0.004164863504406963,0.004338858774268834,0.013720676172495892,False,
HSI,TimesFM-2.5,250,23,23,0.01636182120514645,0.008691690457800045,0.013742769281899877,False,
HSI,TimesFM-2.5,500,11,11,0.006682828972469255,0.006145953262684818,0.013742769281899877,False,
HSI,TimesFM-2.5,750,7,7,0.0038833480223848583,0.005018149825523757,0.013742769281899877,False,
HSI,TimesFM-2.5,1000,5,5,0.0020640431645724774,0.004345845228900022,0.013742769281899877,False,
HSI,GJR-GARCH-t,250,24,24,0.014405141586435459,0.014503376424294535,0.02293185163177968,False,
HSI,GJR-GARCH-t,500,12,12,0.009176919484910688,0.010255435819719768,0.02293185163177968,False,
HSI,GJR-GARCH-t,750,8,8,0.006792853078547525,0.008373528282724921,0.02293185163177968,False,
HSI,GJR-GARCH-t,1000,6,6,0.005147748992127653,0.007251688212147268,0.02293185163177968,False,
NIFTY,Chronos-Small,250,2,16,,,0.008022606235421078,True,<5 valid windows after FZ filter (2/16)
NIFTY,Chronos-Small,500,0,8,,,0.008022606235421078,True,<5 valid windows after FZ filter (0/8)
NIFTY,Chronos-Small,750,0,5,,,0.008022606235421078,True,<5 valid windows after FZ filter (0/5)
NIFTY,Chronos-Small,1000,0,4,,,0.008022606235421078,True,"<5 non-overlapping windows (4 possible, T=4026)"
HSI,Moirai-2.0,250,23,23,0.016124238577990033,0.008637108628645246,0.013656467832406205,False,
HSI,Moirai-2.0,500,11,11,0.005565228822634904,0.006107358081159896,0.013656467832406205,False,
HSI,Moirai-2.0,750,7,7,0.006520188566624454,0.004986636991768372,0.013656467832406205,False,
HSI,Moirai-2.0,1000,5,5,0.004415239089186045,0.004318554314322623,0.013656467832406205,False,
BOVESPA,GJR-GARCH-t,250,24,24,0.00879384361886493,0.0076898639764928335,0.012158742531298434,False,
BOVESPA,GJR-GARCH-t,500,12,12,0.007896574181099665,0.005437554964180232,0.012158742531298434,False,
BOVESPA,GJR-GARCH-t,750,8,8,0.006940653941563176,0.004439745036859744,0.012158742531298434,False,
BOVESPA,GJR-GARCH-t,1000,6,6,0.005026690740346516,0.0038449319882464168,0.012158742531298434,False,
NIFTY,TimesFM-2.5,250,16,16,0.011179448597886978,0.008946382837245411,0.014145473292767484,False,
NIFTY,TimesFM-2.5,500,8,8,0.006309867290701401,0.006326047971307176,0.014145473292767484,False,
NIFTY,TimesFM-2.5,750,5,5,0.005170582402124635,0.005165196539357086,0.014145473292767484,False,
NIFTY,TimesFM-2.5,1000,0,4,,,0.014145473292767484,True,"<5 non-overlapping windows (4 possible, T=4026)"
BOVESPA,TimesFM-2.5,250,23,23,0.015031364533449422,0.010088595485889456,0.01595147006375189,False,
BOVESPA,TimesFM-2.5,500,11,11,0.009652467940268507,0.007133714280720426,0.01595147006375189,False,
BOVESPA,TimesFM-2.5,750,7,7,0.00936357872031209,0.0058246533195235204,0.01595147006375189,False,
BOVESPA,TimesFM-2.5,1000,5,5,0.005971083549968894,0.005044297742944728,0.01595147006375189,False,
BOVESPA,Moirai-2.0,250,23,23,0.014936613070291468,0.010283598204094108,0.016259796433477233,False,
BOVESPA,Moirai-2.0,500,11,11,0.010585190188359024,0.0072716020251127455,0.016259796433477233,False,
BOVESPA,Moirai-2.0,750,7,7,0.009302705373958855,0.005937238191371686,0.016259796433477233,False,
BOVESPA,Moirai-2.0,1000,5,5,0.007248384439996321,0.005141799102047054,0.016259796433477233,False,
NIFTY,GJR-GARCH-t,250,17,17,0.006661992409929763,0.007055329212156629,0.011155454976368141,False,
NIFTY,GJR-GARCH-t,500,8,8,0.004251260865066902,0.004988871129419495,0.011155454976368141,False,
NIFTY,GJR-GARCH-t,750,5,5,0.0027842690015891874,0.004073396219860061,0.011155454976368141,False,
NIFTY,GJR-GARCH-t,1000,0,4,,,0.011155454976368141,True,"<5 non-overlapping windows (4 possible, T=4288)"
ASX200,Chronos-Small,250,7,24,0.01796977229704452,0.004914805908386487,0.007770990464077074,False,
ASX200,Chronos-Small,500,2,12,,,0.007770990464077074,True,<5 valid windows after FZ filter (2/12)
ASX200,Chronos-Small,750,1,8,,,0.007770990464077074,True,<5 valid windows after FZ filter (1/8)
ASX200,Chronos-Small,1000,0,6,,,0.007770990464077074,True,<5 valid windows after FZ filter (0/6)
NIFTY,Moirai-2.0,250,16,16,0.013904858319977608,0.00921303194007118,0.01456708254325242,False,
NIFTY,Moirai-2.0,500,8,8,0.009287711389481071,0.006514597360112586,0.01456708254325242,False,
NIFTY,Moirai-2.0,750,5,5,0.00887395859452758,0.005319146470652717,0.01456708254325242,False,
NIFTY,Moirai-2.0,1000,0,4,,,0.01456708254325242,True,"<5 non-overlapping windows (4 possible, T=4026)"
ICLN,Chronos-Small,250,8,15,0.009614703074793793,0.007772382436443356,0.012289215672524952,False,
ICLN,Chronos-Small,500,1,7,,,0.012289215672524952,True,<5 valid windows after FZ filter (1/7)
ICLN,Chronos-Small,750,1,5,,,0.012289215672524952,True,<5 valid windows after FZ filter (1/5)
ICLN,Chronos-Small,1000,0,3,,,0.012289215672524952,True,"<5 non-overlapping windows (3 possible, T=3947)"
ICLN,TimesFM-2.5,250,15,15,0.01652026352533078,0.010357867666048765,0.0163772267636632,False,
ICLN,TimesFM-2.5,500,7,7,0.010690858432227742,0.007324118465295959,0.0163772267636632,False,
ICLN,TimesFM-2.5,750,5,5,0.01079653888846048,0.005980117685223775,0.0163772267636632,False,
ICLN,TimesFM-2.5,1000,0,3,,,0.0163772267636632,True,"<5 non-overlapping windows (3 possible, T=3947)"
ICLN,GJR-GARCH-t,250,16,16,0.012220814952954125,0.00868012531713993,0.013724483188926783,False,
ICLN,GJR-GARCH-t,500,8,8,0.010468323787372872,0.006137775473298675,0.013724483188926783,False,
ICLN,GJR-GARCH-t,750,5,5,0.007241138906411688,0.005011472688450424,0.013724483188926783,False,
ICLN,GJR-GARCH-t,1000,0,4,,,0.013724483188926783,True,"<5 non-overlapping windows (4 possible, T=4209)"
ICLN,Moirai-2.0,250,15,15,0.018025571394155778,0.010629062615442627,0.016806023628672555,False,
ICLN,Moirai-2.0,500,7,7,0.012486110439016682,0.007515882253035903,0.016806023628672555,False,
ICLN,Moirai-2.0,750,5,5,0.0138527132989,0.00613669216225919,0.016806023628672555,False,
ICLN,Moirai-2.0,1000,0,3,,,0.016806023628672555,True,"<5 non-overlapping windows (3 possible, T=3947)"
ASX200,GJR-GARCH-t,250,25,25,0.005095497771950091,0.003515901207548637,0.005559127921995042,False,
ASX200,GJR-GARCH-t,500,12,12,0.004183651253551103,0.002486117585839612,0.005559127921995042,False,
ASX200,GJR-GARCH-t,750,8,8,0.003036239336514263,0.002029906508622336,0.005559127921995042,False,
ASX200,GJR-GARCH-t,1000,6,6,0.0027483146407428637,0.0017579506037743184,0.005559127921995042,False,
ASX200,TimesFM-2.5,250,24,24,0.010526975409100732,0.005552020685292263,0.00877851549094623,False,
ASX200,TimesFM-2.5,500,12,12,0.005702673444721805,0.003925871475858142,0.00877851549094623,False,
ASX200,TimesFM-2.5,750,8,8,0.0032943109328827064,0.0032054606371998587,0.00877851549094623,False,
ASX200,TimesFM-2.5,1000,6,6,0.004213066675487779,0.0027760103426461317,0.00877851549094623,False,
ASX200,Moirai-2.0,250,24,24,0.010937594658295366,0.005832862248973722,0.009222564992384547,False,
ASX200,Moirai-2.0,500,12,12,0.007311969989122202,0.004124456449976335,0.009222564992384547,False,
ASX200,Moirai-2.0,750,8,8,0.005291054874976216,0.0033676045895909847,0.009222564992384547,False,
ASX200,Moirai-2.0,1000,6,6,0.005060175774578268,0.002916431124486861,0.009222564992384547,False,
IBGL,Chronos-Small,250,7,16,0.003230146288255014,0.0038457872055796005,0.006080723482982875,False,
IBGL,Chronos-Small,500,2,8,,,0.006080723482982875,True,<5 valid windows after FZ filter (2/8)
IBGL,Chronos-Small,750,1,5,,,0.006080723482982875,True,<5 valid windows after FZ filter (1/5)
IBGL,Chronos-Small,1000,0,4,,,0.006080723482982875,True,"<5 non-overlapping windows (4 possible, T=4086)"
TLT,TimesFM-2.5,250,21,21,0.004791247459515321,0.004034283779698949,0.00637876273566082,False,
TLT,TimesFM-2.5,500,10,10,0.0034326216502091676,0.002852669417856023,0.00637876273566082,False,
TLT,TimesFM-2.5,750,7,7,0.001980310846000658,0.0023291948261965293,0.00637876273566082,False,
TLT,TimesFM-2.5,1000,5,5,0.0020550274149660486,0.0020171418898494746,0.00637876273566082,False,
TLT,Chronos-Small,250,14,21,0.007361548299042696,0.003611902543780647,0.005710919362451441,False,
TLT,Chronos-Small,500,5,10,0.0066091554853126705,0.0025540007816922364,0.005710919362451441,False,
TLT,Chronos-Small,750,3,7,,,0.005710919362451441,True,<5 valid windows after FZ filter (3/7)
TLT,Chronos-Small,1000,1,5,,,0.005710919362451441,True,<5 valid windows after FZ filter (1/5)
TLT,GJR-GARCH-t,250,22,22,0.004645320043579593,0.003743694208154286,0.005919300280474025,False,
TLT,GJR-GARCH-t,500,11,11,0.0022542487547571994,0.002647191561274698,0.005919300280474025,False,
TLT,GJR-GARCH-t,750,7,7,0.00291262370366587,0.00216142285884152,0.005919300280474025,False,
TLT,GJR-GARCH-t,1000,5,5,0.001992293841093126,0.001871847104077143,0.005919300280474025,False,
